CIF1,CIF2,Date,Duration
TMPDNS94M57C901C,GBNMTH99A65E012A,2021-07-02,18:38:00
LTTNNA72M57A625D,WLLDNL90A04A898T,2020-08-20,11:00:00
GNZJMM62R30B198S,MWNLCS65P09L625X,2020-11-03,15:30:00
BSTGLD89M31M371Q,SKNJPH51S02C500E,2021-11-08,08:40:00
XMEBBR59A42B171A,HNSCLE92M26G447Q,2020-08-25,15:42:00
LCNMGN89P66L277C,MRCRSO85P65A737K,2020-01-19,01:03:00
GRCJHN97C02I745A,LCNBBR88P55F817E,2020-04-18,11:18:00
BLNNDR76D29C072G,MROJNF62B58D607A,2021-04-12,03:55:00
MRSTMY83B23B686W,LLSVGN67T61D344L,2021-09-13,08:50:00
WSSJNF88S47L039A,FGRMHL82H18L237F,2021-03-13,14:16:00
DVDKHL98S44G111E,HNSCLE92M26G447Q,2021-07-26,16:53:00
VLLRRT69R11D041G,KTHMRL79C44E901I,2020-07-11,04:16:00
RSDWTR78C28G156H,HDSJHN73B07F256I,2021-03-15,11:23:00
PNNRHR81M05E356N,GRNDLD75L03D804W,2021-07-19,18:53:00
WRRDMA53D08A127Z,SLBPRC85H65A399P,2021-07-18,22:00:00
BRCMRY59A65H294I,NDRSLY95E49A745P,2020-03-04,18:51:00
MRTJSS58A07H134Q,BRBJFF97T18A202M,2021-04-05,02:15:00
KNGJSS58L01H528F,LPZRMR64L63G153S,2021-03-10,05:26:00
SLDHLN85A49F422V,WLLDNL90A04A898T,2020-11-05,15:49:00
SLDHLN85A49F422V,BRKPRC73A50B608C,2021-09-20,23:12:00
FLDLSU85S24H265W,KHNLSI83T46C866B,2021-07-04,15:34:00
RSNJSN91R25L734J,FNKCRL68P25D666Z,2021-06-27,01:14:00
SHETMY52C08H406D,CPRJHN86P01B167P,2021-04-04,20:20:00
LNRLVN82B12G713N,BRCJHN84D04C780Y,2020-10-18,03:44:00
SMMNNA60C46H245N,NGYJDY52E48F320W,2020-07-04,15:47:00
STPGLD62R28B530H,WSSJNF88S47L039A,2020-07-28,15:16:00
FRSHLN61R41B038O,SCRFNK98S10L840F,2020-12-02,00:40:00
WDWJNN67T25L440J,LFFMLE91L09D596Z,2021-03-05,12:21:00
CPRJHN86P01B167P,LPZRMR64L63G153S,2021-04-15,17:11:00
STRBNC73A49G384I,LPPDLD70A03H026E,2021-10-29,09:19:00
DLLDBR88B63D227F,SCHLYD54L59D277S,2021-02-22,20:01:00
BDNMRY91S41H505I,CRRJSO55T31A376Z,2020-06-22,12:02:00
FRSRTI90B64C539A,KTHMRL79C44E901I,2021-03-30,10:37:00
GLLJRM87C31G580R,PNINAA54T66I796U,2021-10-23,11:02:00
RSNJSN91R25L734J,GNZJMM62R30B198S,2021-08-29,04:50:00
CHNMNG65R47H002C,DDYNCY55H68G331W,2020-12-28,01:40:00
FREDTH50S54B120C,KHNLSI83T46C866B,2020-07-25,06:04:00
MYRWLM79B25A712W,NDRSLY95E49A745P,2021-05-02,01:18:00
HSLLSE93H63M339H,FLRCLS87M29I936O,2021-08-05,14:24:00
KNLSNE96A14I319G,TCKJYC58A44B774S,2021-02-07,17:19:00
HNYRHR01R25H878A,KNLSNE96A14I319G,2020-12-21,10:30:00
FLDLSU85S24H265W,PNNRHR81M05E356N,2020-08-03,07:01:00
PRKPRC59M42F793E,RSDWTR78C28G156H,2021-01-06,10:36:00
SPNJRM96H21C062G,FRSRTI90B64C539A,2021-02-07,08:46:00
KTHMRA59R57C816R,KNGJSS58L01H528F,2020-02-26,23:30:00
MYRWLM79B25A712W,CKOJHN53S03F001C,2021-01-09,00:28:00
MYRLNL84M29G823I,DDYNCY55H68G331W,2020-12-03,20:29:00
LCNMGN89P66L277C,GRFHRT66B27D284O,2020-08-05,01:35:00
PRCMHL59T49G802A,GBNMTH99A65E012A,2020-09-21,08:41:00
MWNLCS65P09L625X,MNGMVN93E11E576Y,2021-10-02,04:15:00
MWNLCS65P09L625X,THRCRS72D63M021H,2020-11-07,17:28:00
SMMNNA60C46H245N,VGEZCK52A22H189U,2020-05-11,08:07:00
PNNRHR81M05E356N,FLDLSU85S24H265W,2021-11-06,14:56:00
FRSRTI90B64C539A,GMBDRK56D23E593M,2020-10-29,10:23:00
SMTNRW84T12I192Q,YRYRLA94L13G204N,2021-10-26,18:21:00
BRWSPH60M62E554M,BDGTTH02S12H153U,2021-05-31,04:05:00
MCNDNY66H20C974L,BDNMRY91S41H505I,2021-09-09,22:56:00
YNGMTN56H16E666B,MYRWLM79B25A712W,2021-03-03,18:58:00
FLDLSU85S24H265W,LRNTMR73E61D321M,2021-05-31,01:46:00
PNNRHR81M05E356N,MROJNF62B58D607A,2020-10-03,20:24:00
DTHFNC93H03F707B,KLLLRT86E22I414T,2021-03-30,03:44:00
BSTGLD89M31M371Q,GZMDNN67E54L834Z,2020-01-10,16:09:00
KLFJMS99H26F422A,VLLRRT69R11D041G,2021-01-21,18:26:00
HFNLNC51R06F846Z,GMBDRK56D23E593M,2020-12-22,21:34:00
SMTNRW84T12I192Q,SHLLLL52M71L389G,2020-08-29,11:09:00
DVSBBR79S41M196G,WLLRLA58E52G222M,2020-12-28,23:30:00
JMSJHN61L30E689A,SKNJPH51S02C500E,2020-05-25,03:30:00
BCKLNR75S63L258J,CHNMNG65R47H002C,2020-01-26,04:08:00
WLLGDN82T25G459Y,CRRJSO55T31A376Z,2021-05-18,17:22:00
CDRTCY54R28A265E,GNZJMM62R30B198S,2020-11-03,01:03:00
BRCJHN84D04C780Y,LPSMGR93P42C533G,2021-02-23,23:18:00
WHTFDR95T27E759W,MLLNDI78C68A122T,2021-03-09,08:17:00
WLLNNA58A42C369H,LLTLND50C14D853V,2020-07-30,10:57:00
GRBMRN82D57D038L,MRNJYO89D14B440G,2021-09-06,03:15:00
CKOJHN53S03F001C,KNSJNF91H43C691H,2021-03-29,15:55:00
GRNDRS80B51E374C,KLLLRT86E22I414T,2020-11-14,06:21:00
MYRLNL84M29G823I,MCGSNY98M10A537X,2021-02-11,16:11:00
LYNMRC54A29D009G,SLBPRC85H65A399P,2020-01-02,13:14:00
PTRMLS95L01G492T,TMPDNS94M57C901C,2021-08-19,15:16:00
LTTNNA72M57A625D,FRSRTI90B64C539A,2020-06-10,11:46:00
WHTFDR95T27E759W,HNSCLE92M26G447Q,2020-08-21,23:45:00
MKLCRS90H44L173G,LCNBBR88P55F817E,2020-12-02,05:01:00
PRCRTR79L29L270U,STRBNC73A49G384I,2021-11-13,20:31:00
BDNMRY91S41H505I,VSLLTT58D59D974O,2021-03-28,00:47:00
STORBE83T53B535L,SHLHRD51E19C941J,2020-09-14,03:40:00
HFNLNC51R06F846Z,DCSGRG75B01H258V,2020-03-16,20:41:00
MCGSNY98M10A537X,TRYRRT89S21C194F,2020-11-16,04:05:00
WSSJNF88S47L039A,STORBE83T53B535L,2020-03-07,11:11:00
LLTLND50C14D853V,MCGSNY98M10A537X,2020-08-25,06:49:00
WLLRLA58E52G222M,SHLLLL52M71L389G,2020-12-09,23:33:00
BRDCRO63R66F162H,CLMDWN76E64L105N,2021-01-03,03:28:00
WTSLRN59T47A506O,SKNJPH51S02C500E,2021-05-14,17:08:00
HSLLSE93H63M339H,SKNJPH51S02C500E,2020-01-27,18:03:00
DNGJML72P16B589Y,BRCMRY59A65H294I,2020-01-23,18:22:00
GRNDLD75L03D804W,SHETMY52C08H406D,2020-09-14,21:29:00
LPZRMR64L63G153S,BDNMRY91S41H505I,2021-02-04,14:48:00
RSSJPH67E22I457E,GRNDRS80B51E374C,2021-04-13,03:49:00
PRCRTR79L29L270U,YRYRLA94L13G204N,2020-11-16,18:23:00
JMSJHN61L30E689A,PHLJSN62A18E213Z,2021-07-28,05:20:00
STRLRY69C07E192Q,WHLDWN60T17H599M,2020-03-28,10:17:00
WTSLRN59T47A506O,GRNDRS80B51E374C,2020-07-03,00:54:00
SFSSNT03B58I357V,HSLLSE93H63M339H,2020-07-03,07:43:00
VGEZCK52A22H189U,HWKSVN87L31F455R,2021-05-08,07:18:00
HFNLNC51R06F846Z,SMNZND76S52A398Q,2020-03-20,17:45:00
BDGTTH02S12H153U,CBRRGG92B14A663J,2021-11-07,20:10:00
NVRJPH90S21E904H,HDSJHN73B07F256I,2020-05-31,22:23:00
LRNTMR73E61D321M,WHLDWN60T17H599M,2021-01-13,00:11:00
WLLRLA58E52G222M,SPNJRM96H21C062G,2020-07-08,13:24:00
MRODRH93M56M384G,LPPDLD70A03H026E,2020-09-01,16:03:00
JMSJHN61L30E689A,HRDSNY94C52M267B,2020-10-05,09:32:00
BRWSPH60M62E554M,LCKLPU63A14L248G,2020-06-13,13:56:00
BRCMRY59A65H294I,SKNJPH51S02C500E,2021-10-25,13:52:00
FLRCLS87M29I936O,GLLJRM87C31G580R,2020-11-11,20:49:00
PNNRHR81M05E356N,LRNTMR73E61D321M,2021-07-19,06:46:00
BCKLNR75S63L258J,NDRSLY95E49A745P,2020-07-30,22:04:00
YNGNCY92A42L334B,WLLGDN82T25G459Y,2020-07-30,07:42:00
CKOJHN53S03F001C,GLLJRM87C31G580R,2020-05-11,05:17:00
RGRJLN85P04F599C,STPGLD62R28B530H,2020-12-30,15:54:00
GRCJHN97C02I745A,CRLCRY02E44E048J,2021-01-22,02:54:00
NGYJDY52E48F320W,LPPDLD70A03H026E,2020-11-20,19:38:00
HFNLNC51R06F846Z,BLNLSI59L44I754K,2020-09-06,09:33:00
JCBRCC50A63M420U,DDYNCY55H68G331W,2021-08-26,09:26:00
SMMNNA60C46H245N,KLFJMS99H26F422A,2020-05-13,05:26:00
PNNRHR81M05E356N,BRWCFF88E12F737N,2021-08-28,19:48:00
WRSFDD70A04B506S,PRKPRC59M42F793E,2020-05-17,17:12:00
JNSCLD84P13A810G,KNSJNF91H43C691H,2020-09-17,17:53:00
STRLRY69C07E192Q,JMSJHN61L30E689A,2020-03-11,06:34:00
LNRLVN82B12G713N,GRNDRS80B51E374C,2020-03-17,14:11:00
MRSTMY83B23B686W,FRNGRD51M07G146L,2020-10-22,19:29:00
WLLLLN83R62A857R,CLMBRN67E26H720B,2021-11-05,23:03:00
MROJNF62B58D607A,MRRCRN86R26M093P,2021-05-13,12:41:00
GRFHRT66B27D284O,YNGWLM78P15H590G,2020-10-09,22:21:00
LIXJCK86C02L575K,MTCKST02A69E784W,2021-06-04,19:50:00
BCKLNR75S63L258J,HRDSNY94C52M267B,2020-12-16,23:26:00
NGYJDY52E48F320W,BRKPRC73A50B608C,2020-09-10,20:00:00
SKNJPH51S02C500E,JCBRCC50A63M420U,2021-02-20,07:59:00
GRBMRN82D57D038L,SLHSLV72P60D239O,2020-07-31,09:19:00
STRLRY69C07E192Q,PRKPRC59M42F793E,2021-07-19,22:56:00
DCSGRG75B01H258V,BDNMRY91S41H505I,2021-07-31,08:39:00
LRNTMR73E61D321M,VGEZCK52A22H189U,2021-11-02,22:15:00
KNLSNE96A14I319G,MKLCRS90H44L173G,2021-07-20,16:33:00
KRKPTR52T16L562R,GRCJHN97C02I745A,2021-05-22,01:39:00
JHNDBR55P46G123T,BRKPRC73A50B608C,2021-07-25,23:41:00
PRCRTR79L29L270U,FGRMHL82H18L237F,2020-12-31,07:37:00
MRRCRN86R26M093P,WLLLLN83R62A857R,2021-09-16,16:22:00
CLLJHN64C04F078U,KNGJSS58L01H528F,2021-05-11,01:02:00
CDRTCY54R28A265E,CPRJHN86P01B167P,2021-09-28,22:40:00
MRNJYO89D14B440G,CLLJHN64C04F078U,2020-06-28,22:53:00
RMNMRY96C46H022U,DWDROA52C53B097U,2021-03-22,19:34:00
JHNDBR55P46G123T,KLFJMS99H26F422A,2020-02-29,17:27:00
LZRLYD51S54E847D,FGRMHL82H18L237F,2021-11-04,20:38:00
WLLLLN83R62A857R,CRLCRY02E44E048J,2021-10-23,01:58:00
NDRSLY95E49A745P,DNLRLD97R10E618V,2021-07-18,11:03:00
MLLNDI78C68A122T,MRRCRN86R26M093P,2021-02-25,01:03:00
DVSBBR79S41M196G,YNGMTN56H16E666B,2020-08-25,22:50:00
SCRFNK98S10L840F,PLLNHL78D22G311I,2021-06-12,09:57:00
RBRBRK59H52F562K,YNGWLM78P15H590G,2021-02-03,19:06:00
BRWCFF88E12F737N,BCKLNR75S63L258J,2021-11-02,22:49:00
YTCRNN69P17A263F,LLTLND50C14D853V,2020-11-25,06:56:00
FLRCLS87M29I936O,XMEBBR59A42B171A,2021-07-18,12:09:00
PCKDTH82L44E967N,STJKNE55M03L673N,2021-01-02,00:43:00
LLSVGN67T61D344L,MRNJYO89D14B440G,2020-06-29,00:53:00
HWKSVN87L31F455R,BDGTTH02S12H153U,2021-06-09,15:44:00
NDRSLY95E49A745P,CLYMHL68C61B424F,2021-06-19,21:52:00
CLMDWN76E64L105N,BLNLSI59L44I754K,2020-11-01,12:06:00
PNINAA54T66I796U,LCKLPU63A14L248G,2021-11-14,16:46:00
SKNJPH51S02C500E,KTHMRA59R57C816R,2020-10-20,14:45:00
BRWSPH60M62E554M,RBRBRK59H52F562K,2021-04-29,19:03:00
RBRBRK59H52F562K,KNSJNF91H43C691H,2021-05-23,15:43:00
LLSVGN67T61D344L,LFFMLE91L09D596Z,2021-03-15,09:07:00
CPRJHN86P01B167P,SHLTRS58D49F815D,2021-03-27,12:19:00
MRSTMY83B23B686W,NDRSLY95E49A745P,2020-09-18,22:36:00
MWNLCS65P09L625X,SPNJHN87T10F976U,2021-06-03,03:52:00
JHNSCI70R26A087R,BRBJFF97T18A202M,2020-02-11,02:09:00
BRWCFF88E12F737N,BLNNDR76D29C072G,2020-12-05,14:47:00
BLNLSI59L44I754K,LCKLPU63A14L248G,2020-06-29,23:08:00
LCKLPU63A14L248G,STLSNL55P30E537Q,2021-09-15,23:39:00
PNTJSS83R28A041V,PNINAA54T66I796U,2020-08-11,05:00:00
LMRGRG63B15G580A,YRYRLA94L13G204N,2020-04-17,00:38:00
JMSJHN61L30E689A,SCHLYD54L59D277S,2020-05-02,21:28:00
DDYNCY55H68G331W,FRSRTI90B64C539A,2020-03-23,15:33:00
MYRWLM79B25A712W,LYNMRC54A29D009G,2021-03-06,20:17:00
DWDROA52C53B097U,VGEZCK52A22H189U,2020-06-11,00:10:00
HDSDRH98D58D061Q,STRLRY69C07E192Q,2021-06-19,19:09:00
LCNBBR88P55F817E,RSNJSN91R25L734J,2021-10-02,02:26:00
MWNLCS65P09L625X,SHLHRD51E19C941J,2021-09-30,09:26:00
PRCMHL59T49G802A,YRYRLA94L13G204N,2020-08-15,00:47:00
CLMDWN76E64L105N,MNGMVN93E11E576Y,2020-11-05,06:48:00
BRNLHE55R64C286K,PNINAA54T66I796U,2020-03-29,20:12:00
SPNJHN87T10F976U,NVRJPH90S21E904H,2020-11-10,00:47:00
CLMBRN67E26H720B,BRCMRY59A65H294I,2021-02-08,18:05:00
CKOJHN53S03F001C,HNYRHR01R25H878A,2021-05-09,20:31:00
RTCJDY92L65D057O,RMNMRY96C46H022U,2021-10-01,12:09:00
KNGRSL57M27L167F,FGRMHL82H18L237F,2021-05-29,10:56:00
GDYWDL63E17L500W,HDSJHN73B07F256I,2020-06-11,11:25:00
RCHNHN73S15A734P,PCKDTH82L44E967N,2020-07-02,04:19:00
LPPDLD70A03H026E,GNZJMM62R30B198S,2020-03-21,22:25:00
KLFJMS99H26F422A,HDSJHN73B07F256I,2021-04-28,00:32:00
HWKSVN87L31F455R,BRNLHE55R64C286K,2021-06-08,15:06:00
BRBJFF97T18A202M,GLLJRM87C31G580R,2020-08-21,07:15:00
LPPDLD70A03H026E,GDYWDL63E17L500W,2021-06-15,10:35:00
WLLNNA58A42C369H,STRBNC73A49G384I,2021-03-02,06:06:00
CHNMNG65R47H002C,KHNLSI83T46C866B,2020-12-26,04:10:00
STJKNE55M03L673N,WHTRSL88M48G273U,2021-05-03,06:06:00
SHLHRD51E19C941J,SLHSLV72P60D239O,2021-05-31,20:42:00
STJKNE55M03L673N,WHLDWN60T17H599M,2020-08-05,15:47:00
WSSJNF88S47L039A,LCNBBR88P55F817E,2021-04-27,05:52:00
NCHCRG65B09C503O,MRRTMS79B15C974V,2021-05-31,01:57:00
WDWJNN67T25L440J,MRCRSO85P65A737K,2020-12-22,05:08:00
XMEBBR59A42B171A,NDRSLY95E49A745P,2021-10-06,03:30:00
YRYRLA94L13G204N,SKNJPH51S02C500E,2021-07-10,21:13:00
TMPDNS94M57C901C,STPGLD62R28B530H,2020-06-08,02:53:00
KTHMRA59R57C816R,NCHPGY58M48G421Q,2020-04-04,00:15:00
HNYRHR01R25H878A,CBRRGG92B14A663J,2021-06-16,09:02:00
WRRDMA53D08A127Z,BSTGLD89M31M371Q,2020-01-18,23:41:00
STPGLD62R28B530H,MRRTMS79B15C974V,2021-07-28,23:41:00
RSNJSN91R25L734J,GBNMTH99A65E012A,2021-04-26,11:37:00
KNGJSS58L01H528F,WLLDNL90A04A898T,2021-06-28,16:14:00
VGEZCK52A22H189U,LEEJNA98H48E638A,2021-07-11,19:25:00
MTCKST02A69E784W,WLLDNL90A04A898T,2020-03-20,02:47:00
WLLRLA58E52G222M,MRRCRN86R26M093P,2020-06-26,02:16:00
WHTFDR95T27E759W,BSTGLD89M31M371Q,2020-08-09,03:23:00
MYRLNL84M29G823I,MRSTMY83B23B686W,2020-10-08,10:56:00
HNSCLE92M26G447Q,PRKPRC59M42F793E,2020-12-12,20:32:00
FGRMHL82H18L237F,DTHFNC93H03F707B,2021-11-13,04:17:00
MCLSLL63H59H822V,CLYMHL68C61B424F,2020-10-27,11:40:00
KLFJMS99H26F422A,STJKNE55M03L673N,2021-08-07,03:14:00
BRCMRY59A65H294I,MRNJYO89D14B440G,2020-12-17,22:04:00
SNCRHR70E02I612L,JPKLRY63B16C633M,2020-11-21,19:25:00
STRLRY69C07E192Q,SMMNNA60C46H245N,2020-10-01,02:03:00
VGEZCK52A22H189U,LRNTMR73E61D321M,2020-03-17,02:09:00
KLLLRT86E22I414T,LRNTMR73E61D321M,2020-12-25,08:52:00
PHLJSN62A18E213Z,KRKPTR52T16L562R,2020-08-23,17:23:00
CLYMHL68C61B424F,DNLRLD97R10E618V,2020-05-17,20:40:00
FRSHLN61R41B038O,MCGSNY98M10A537X,2020-04-05,20:38:00
STORBE83T53B535L,WLLSRL93T52I326Y,2020-06-10,11:09:00
SWNMHL73B21F664V,HSLLSE93H63M339H,2020-07-28,04:01:00
CPRJHN86P01B167P,SPNJRM96H21C062G,2020-06-11,13:59:00
MRSTMY83B23B686W,WLLRLA58E52G222M,2020-05-29,18:20:00
LLSVGN67T61D344L,SMMNNA60C46H245N,2020-01-22,02:44:00
PHLJSN62A18E213Z,WTSLRN59T47A506O,2021-09-22,08:20:00
PRCMHL59T49G802A,HFNLNC51R06F846Z,2021-08-04,10:42:00
YTCRNN69P17A263F,GRFHRT66B27D284O,2020-01-20,03:07:00
FRNGRD51M07G146L,BRCJHN84D04C780Y,2021-08-07,16:48:00
GMBDRK56D23E593M,VLLRRT69R11D041G,2020-01-23,01:20:00
GBNMTH99A65E012A,JNSCLD84P13A810G,2021-05-01,06:40:00
TRYRRT89S21C194F,PNINAA54T66I796U,2020-04-01,22:03:00
HRDSNY94C52M267B,WLLLLN83R62A857R,2020-06-16,21:35:00
CHNMNG65R47H002C,MRRCRN86R26M093P,2020-02-19,23:20:00
GRNDRS80B51E374C,JHNDBR55P46G123T,2020-01-20,22:39:00
CLMBRN67E26H720B,BDNMRY91S41H505I,2020-09-23,10:06:00
RTCJDY92L65D057O,VLNKHL81L44L146Q,2021-01-02,17:53:00
GRCJHN97C02I745A,NVRJPH90S21E904H,2020-05-27,16:31:00
GDYWDL63E17L500W,STJKNE55M03L673N,2020-08-07,02:50:00
CLMBRN67E26H720B,LFFMLE91L09D596Z,2020-01-19,03:42:00
LTTNNA72M57A625D,CPRJHN86P01B167P,2020-03-03,13:26:00
GLLJRM87C31G580R,WLLGDN82T25G459Y,2021-07-15,03:31:00
RSSJPH67E22I457E,STPGLD62R28B530H,2021-01-22,18:15:00
WDWJNN67T25L440J,CRLCRY02E44E048J,2021-01-22,07:29:00
NVRJPH90S21E904H,BNGKMI67E57M079C,2021-06-25,06:14:00
GNRJNN64B08D299Y,HDSJHN73B07F256I,2020-11-07,13:26:00
GRNDLD75L03D804W,STRBNC73A49G384I,2021-07-24,12:21:00
CRRJSO55T31A376Z,HRDSNY94C52M267B,2020-08-13,03:23:00
LRNTMR73E61D321M,VSLLTT58D59D974O,2020-01-20,18:36:00
MRTJSS58A07H134Q,HDSDRH98D58D061Q,2021-08-29,03:48:00
DTHFNC93H03F707B,SNCRHR70E02I612L,2020-12-28,15:08:00
MRTJSS58A07H134Q,STRBNC73A49G384I,2020-10-28,02:27:00
NGYJDY52E48F320W,DVDKHL98S44G111E,2021-06-09,22:12:00
YNGNCY92A42L334B,SWNMHL73B21F664V,2020-06-10,04:28:00
HDSDRH98D58D061Q,PRCRTR79L29L270U,2021-07-18,19:42:00
GRCJHN97C02I745A,PRCMHL59T49G802A,2020-10-29,14:01:00
FRNGRD51M07G146L,GDYWDL63E17L500W,2020-01-23,20:44:00
SFSSNT03B58I357V,LPSMGR93P42C533G,2020-01-17,08:49:00
MROJNF62B58D607A,LCNBBR88P55F817E,2021-07-24,16:43:00
NCHPGY58M48G421Q,WLLSRL93T52I326Y,2020-03-18,10:20:00
DNLRLD97R10E618V,DNGJML72P16B589Y,2021-01-03,02:57:00
MRODRH93M56M384G,VLLRRT69R11D041G,2020-05-07,16:07:00
MTCKST02A69E784W,LCKLPU63A14L248G,2020-11-24,06:31:00
SHLHRD51E19C941J,SWNMHL73B21F664V,2020-05-09,07:46:00
KNSJNF91H43C691H,PTRMLS95L01G492T,2020-01-25,06:25:00
WLLLLN83R62A857R,STJKNE55M03L673N,2021-01-14,08:53:00
LPSMGR93P42C533G,SLDHLN85A49F422V,2021-04-24,19:54:00
BCKLNR75S63L258J,MRCRSO85P65A737K,2020-02-14,18:16:00
LLTLND50C14D853V,SMNZND76S52A398Q,2021-07-24,19:47:00
SFSSNT03B58I357V,RSNJSN91R25L734J,2021-10-15,14:36:00
CVRFRD95L63B418T,DNLRLD97R10E618V,2020-06-20,08:57:00
JRDRCE97M57L681R,HCKKST50H58L158V,2020-01-27,16:09:00
KNGJSS58L01H528F,JMSJHN61L30E689A,2020-01-14,08:45:00
RSSJPH67E22I457E,KLLLRT86E22I414T,2020-03-21,00:24:00
STRBNC73A49G384I,JMSJHN61L30E689A,2021-06-15,07:18:00
LEEJNA98H48E638A,JHNSCI70R26A087R,2021-08-08,10:30:00
BRCJHN84D04C780Y,VLNKHL81L44L146Q,2020-11-07,21:58:00
MRSTMY83B23B686W,SHLLLL52M71L389G,2021-10-16,13:04:00
LFFMLE91L09D596Z,JHNDBR55P46G123T,2021-08-16,00:37:00
HDSJHN73B07F256I,MRCRSO85P65A737K,2021-01-26,22:38:00
SMTNRW84T12I192Q,SFSSNT03B58I357V,2021-07-10,12:13:00
BRWCFF88E12F737N,CDRTCY54R28A265E,2020-11-26,21:30:00
CVRFRD95L63B418T,LLSVGN67T61D344L,2020-06-11,10:32:00
PNINAA54T66I796U,SMTNRW84T12I192Q,2021-07-24,06:02:00
BDGTTH02S12H153U,WLLLLN83R62A857R,2021-01-21,18:38:00
FRSRTI90B64C539A,STORBE83T53B535L,2021-01-08,15:00:00
STORBE83T53B535L,VGEZCK52A22H189U,2020-03-02,00:31:00
STPGLD62R28B530H,PCKDTH82L44E967N,2020-01-07,19:53:00
KNLSNE96A14I319G,BLNNDR76D29C072G,2020-09-01,18:11:00
PRCRTR79L29L270U,SPNJRM96H21C062G,2020-04-28,14:28:00
FGRMHL82H18L237F,WDWJNN67T25L440J,2020-02-12,18:15:00
SMTNRW84T12I192Q,VLNKHL81L44L146Q,2021-04-01,12:39:00
BCKLNR75S63L258J,BLNNDR76D29C072G,2021-08-23,09:53:00
LPPDLD70A03H026E,MRTJSS58A07H134Q,2021-09-28,02:07:00
PLLNHL78D22G311I,GMBDRK56D23E593M,2020-06-15,07:32:00
FNKCRL68P25D666Z,GMBDRK56D23E593M,2021-01-02,13:07:00
LMRGRG63B15G580A,RBRBRK59H52F562K,2021-02-14,02:57:00
SLBPRC85H65A399P,RSSJPH67E22I457E,2020-02-02,20:12:00
XMEBBR59A42B171A,MTCKST02A69E784W,2020-05-26,18:48:00
PHLJSN62A18E213Z,XMEBBR59A42B171A,2020-05-20,18:57:00
DVDKHL98S44G111E,GRFHRT66B27D284O,2020-11-21,20:18:00
BRBJFF97T18A202M,NCHPGY58M48G421Q,2021-02-26,16:34:00
JHNSCI70R26A087R,WLLRLA58E52G222M,2020-07-07,10:14:00
STRBNC73A49G384I,BRNLHE55R64C286K,2021-08-22,22:09:00
WHLDWN60T17H599M,PCKDTH82L44E967N,2021-07-20,04:39:00
BRCJHN84D04C780Y,DDYNCY55H68G331W,2020-04-08,12:54:00
BRBJFF97T18A202M,CKOJHN53S03F001C,2021-08-12,04:42:00
STJKNE55M03L673N,WHTFDR95T27E759W,2021-08-25,03:44:00
MRODRH93M56M384G,JMSJHN61L30E689A,2021-06-05,17:35:00
LRNTMR73E61D321M,HFNLNC51R06F846Z,2020-01-09,16:25:00
JHNSCI70R26A087R,LPZRMR64L63G153S,2020-11-04,07:29:00
PHLJSN62A18E213Z,WLLGDN82T25G459Y,2020-03-31,10:44:00
CVRFRD95L63B418T,KTHMRL79C44E901I,2020-09-29,15:16:00
WHLDWN60T17H599M,MRSTMY83B23B686W,2020-03-27,01:36:00
SCHLYD54L59D277S,DVDKHL98S44G111E,2020-06-27,16:30:00
CRLCRY02E44E048J,PNINAA54T66I796U,2021-11-11,06:21:00
HNYRHR01R25H878A,GRNDRS80B51E374C,2021-08-05,01:31:00
CBRRGG92B14A663J,SMNZND76S52A398Q,2020-04-23,21:25:00
NGYJDY52E48F320W,HFNLNC51R06F846Z,2021-08-03,18:37:00
GRBMRN82D57D038L,JNSCLD84P13A810G,2020-04-27,00:20:00
BRDCRO63R66F162H,SPNJHN87T10F976U,2021-08-01,08:36:00
MLLNDI78C68A122T,WLLLLN83R62A857R,2020-06-10,11:52:00
TRYRRT89S21C194F,MRRCRN86R26M093P,2020-10-13,22:03:00
WLLGDN82T25G459Y,DLLDBR88B63D227F,2020-09-28,07:16:00
MYRWLM79B25A712W,WLLGDN82T25G459Y,2021-01-01,12:17:00
TMPDNS94M57C901C,STLSNL55P30E537Q,2020-06-16,14:27:00
WDWJNN67T25L440J,GDYWDL63E17L500W,2021-08-03,21:28:00
NCHCRG65B09C503O,MRSTMY83B23B686W,2021-01-02,23:05:00
NCHPGY58M48G421Q,STRLRY69C07E192Q,2020-01-30,07:46:00
CLMBRN67E26H720B,RSNJSN91R25L734J,2020-02-06,17:11:00
SWNMHL73B21F664V,STLSNL55P30E537Q,2021-02-10,19:55:00
RMNMRY96C46H022U,GNZJMM62R30B198S,2020-05-07,04:31:00
MNGMVN93E11E576Y,NVRJPH90S21E904H,2020-10-18,05:06:00
YRYRLA94L13G204N,CPRJHN86P01B167P,2020-04-07,17:42:00
SFSSNT03B58I357V,LIXJCK86C02L575K,2020-04-19,07:47:00
GMBDRK56D23E593M,SHLLLL52M71L389G,2020-04-19,15:06:00
KHNLSI83T46C866B,NVRJPH90S21E904H,2020-02-28,20:36:00
RMNMRY96C46H022U,PRCMHL59T49G802A,2021-05-04,15:12:00
VSLLTT58D59D974O,MCNDNY66H20C974L,2021-02-17,02:10:00
CKOJHN53S03F001C,SMNZND76S52A398Q,2021-02-21,23:27:00
CBRRGG92B14A663J,KTHMRL79C44E901I,2020-03-06,14:06:00
STORBE83T53B535L,STOTRY58M28A989V,2021-01-09,03:56:00
GNRJNN64B08D299Y,WLLLLN83R62A857R,2021-03-31,11:30:00
