CIF,Place,Room,Date,Duration
CHNWLM62B13I919Q,9612605,Z.9.4,2020-11-24,16:07:00
JHNMND92B49D050L,8952193,G.6.9,2020-03-19,06:50:00
SMTCFF74P30D966B,7289460,,2021-01-04,09:31:00
SHFDRO00B51C102S,3178947,T.9.8,2020-05-12,08:06:00
NVKMRA62E59L643W,11153961,U.0.0,2020-04-14,13:08:00
CHNSRL95R53L841T,8967778,E.7.6,2020-04-09,16:16:00
RNYKHY77A41E360N,6541078,,2020-05-19,08:57:00
RNKLDS74C71G693Z,6542079,,2020-04-26,02:31:00
SCHBTY64R54E801E,8952193,H.8.2,2020-05-20,05:12:00
MNORRT60B08A038N,10114711,D.8.4,2021-09-30,07:46:00
LNGMBR78M65B646C,3170817,,2021-10-12,05:49:00
SHFDRO00B51C102S,6542079,,2020-08-07,04:29:00
DKESTV96B16G520O,3178947,T.9.8,2020-07-14,22:37:00
SDRMVN87S06D044Y,3169263,K.5.0,2021-04-20,08:54:00
WSTRRT90T06E134I,11127622,,2020-08-09,10:38:00
HNSKHL01M68A666F,11127880,,2021-04-22,10:25:00
FNTMGN72D46F351M,8969613,H.3.9,2020-01-31,15:28:00
BSSPML99R48B328I,3178947,X.9.0,2020-01-08,08:02:00
RYNLRN91D02H834A,8969613,H.3.9,2021-04-20,22:15:00
GRNJDY67H41F592L,6697736,,2020-04-11,05:38:00
RSNMRR52H42H646J,8967778,E.7.6,2020-12-18,13:21:00
PQTGLR58B51H214E,9412867,F.7.1,2021-05-24,13:32:00
LLRSRN90D68H152C,6299593,,2021-09-23,20:49:00
HMMJHN96B13E681S,3164450,,2021-08-14,16:36:00
CLBCLT01S57H070P,8952193,H.8.2,2020-09-20,13:16:00
HDGMRY98P51C471E,8967778,N.7.4,2020-04-19,09:57:00
GNSCFT65H15C654A,10627265,,2021-04-12,14:27:00
BRDJCK75A23L516Q,3165736,,2020-03-18,18:07:00
MRRPLA57B24M211H,3177891,,2020-04-22,21:00:00
PRKKNT76E24A287O,3217778,Q.3.6,2021-02-17,14:24:00
MLMCRL83M22C698E,3168220,D.8.2,2020-02-18,08:55:00
BSLLNZ62A21H489N,8953518,K.5.0,2020-05-28,02:34:00
DTTRKE75M56E761U,3174706,D.3.1,2020-08-07,08:04:00
JHNLLN93D26F171G,10114711,I.8.7,2021-02-24,18:21:00
CLLCRS89A20A495H,8982241,Y.1.7,2020-10-26,23:29:00
LVSKVN90D28I105K,2524528,,2020-02-23,11:34:00
KLNGLD03P42H377W,6542295,,2021-02-11,20:20:00
WCKJSO74T23G324Z,9612285,U.9.9,2021-07-10,13:57:00
GRNRDL98P08B789D,9034008,L.8.7,2020-01-02,07:26:00
CLBSRN67A46B005I,8952193,H.8.2,2020-07-02,16:22:00
KNDRRT58E22B735H,8984890,,2021-01-24,16:51:00
CRRSFN78E50I991W,3168220,D.8.2,2020-06-14,17:10:00
WSTRCE94T26G210T,3165293,,2021-08-03,12:37:00
KFRDYN52A18B925Y,3207311,,2020-02-08,21:41:00
LNGMRA95T48D754T,10114711,D.6.5,2020-06-11,05:57:00
WLTDRK83T02B493F,3178423,,2020-07-19,23:40:00
MRTHZL77P51H621Q,3207311,,2020-07-07,01:43:00
GRCGRG72A25H821Q,8984890,,2020-06-17,01:24:00
YNOLRO57C58M163Z,3183224,D.3.3,2021-10-23,09:37:00
WLTDRK83T02B493F,6540033,,2021-01-20,07:48:00
WTTCDY85P69L353Q,6697736,,2021-08-08,10:31:00
JHNJSC79D65C060D,6537720,,2020-03-02,06:11:00
BTTJLU73B62F155Q,11127880,,2021-07-31,15:21:00
NLNGLD97D24B144U,8961730,M.1.9,2020-11-14,21:07:00
RVRDVD95D09M083F,6697736,,2020-11-28,15:21:00
HDGNCY92P47L623D,10234509,O.3.8,2021-08-24,12:38:00
LMRRBN81P15A386R,8982854,,2020-03-03,01:42:00
RDWPGY65E43I494G,10626188,,2020-01-12,16:01:00
KNGKST55T66I544C,11126481,,2020-12-30,18:34:00
RBRDVD69A15A784C,8984890,,2020-06-08,09:16:00
QNNBTY51L42D218D,11127622,,2020-08-27,14:29:00
WLYMRT73A43L111K,3165293,,2020-02-23,03:39:00
SHFNGL59R64I569I,8967778,E.7.6,2020-05-28,07:09:00
DDLDLA66M53L977Y,3178423,,2021-01-23,19:57:00
PRMCLY82D54L484R,8961730,H.4.6,2021-07-28,11:18:00
DGLMYN72C46H800G,7303538,,2021-05-18,06:16:00
RSNSVN85L12G512Q,9613262,J.8.7,2020-09-09,16:36:00
WLLTRC01A53E209H,6542295,,2020-05-26,07:42:00
CNNJHN60H22F968L,6933445,,2021-08-23,06:02:00
FRRVCK94C71F064C,8961730,H.4.6,2021-03-10,19:39:00
NWTJNU90M65C388R,6697736,,2020-08-05,04:20:00
YLRKRN65T60M126O,3183224,D.3.3,2021-05-09,16:29:00
HLVRMN55A12H273H,3165736,,2021-02-23,12:57:00
MRCGRG93A46D775O,3178947,T.9.8,2020-02-21,08:54:00
MNCDLD65M06D392T,6697736,,2020-05-04,14:26:00
GLDFRN96T66A965F,3175603,N.8.6,2020-05-16,07:19:00
GLWJMS68C07B510Y,6299593,,2020-06-25,14:29:00
BRCBNN79B67G296K,3178947,X.9.0,2021-05-05,19:49:00
FTADNE75R01A120P,2522948,,2020-07-19,06:18:00
VVRSTV60D27D793N,8030019,,2020-09-23,09:16:00
BLLWLM73C16E715Z,8961730,M.1.9,2020-06-30,01:28:00
KMILRN71E59E309U,3178423,,2021-08-06,07:14:00
HDGNCY92P47L623D,3207311,,2021-10-12,17:49:00
HRRDNU83D05B460O,9412867,F.7.1,2021-02-23,05:44:00
LNDNTL61R55F828T,9613262,J.8.7,2020-01-17,22:01:00
LNZWLM72P21F648P,9034008,L.8.7,2021-08-11,12:16:00
LWRWLM81B45L020U,8952193,H.8.2,2020-01-04,20:09:00
HLEMMA50S69L018V,11127383,,2021-07-06,08:27:00
WHTPLA86A11H912T,2525364,,2021-07-25,04:43:00
ZVLWLY96P27L058B,8956432,I.8.8,2020-04-25,07:27:00
PTNDMA56M21F597Q,8953415,V.5.8,2021-09-20,03:24:00
LEEWLM76M06H867E,11126481,,2020-05-05,08:32:00
BRRLRY83A17G747X,10114711,I.8.7,2021-04-21,14:38:00
TRDVCK71S46E336W,3178947,X.9.0,2020-02-03,20:38:00
MSSLLS88E05B214Q,6542214,,2020-07-20,01:06:00
BNDSML95T08A593Z,6542079,,2020-02-19,03:02:00
PSQRBC51B58I333F,6537720,,2021-08-26,13:13:00
RSNDNS54E55B687Q,8978564,T.4.9,2021-10-28,23:43:00
WYLMRN60D64A843U,8969613,A.6.0,2020-09-06,05:59:00
DMSRMN55R01A949V,3183224,D.3.3,2020-07-22,10:10:00
SCHBTY64R54E801E,10626188,,2020-07-31,03:15:00
CNNJHN60H22F968L,3178947,X.9.0,2021-07-22,23:39:00
MROWTR59S21D931G,10627265,,2021-06-21,09:21:00
MLLTMS72D11F424K,8956432,I.8.8,2020-10-27,16:39:00
PPOSRA99S43A171L,11127622,,2021-01-09,18:00:00
RDRSNG50L22A882P,9032354,M.2.3,2021-04-04,04:34:00
PTTSNE72L29D968R,10114711,D.8.4,2021-07-28,23:56:00
STVMYN88M60E149P,8354453,,2020-03-15,02:23:00
LMRDVD92E05A295I,8963948,J.9.2,2021-03-07,19:28:00
PRKDLD03P15M333E,6538502,,2020-03-09,19:41:00
SHRVCK50E63A977N,3174706,D.3.1,2020-12-28,23:56:00
HYMHLN79C69A786Z,3183224,D.3.3,2021-08-19,20:30:00
MRNCRS59R46G650D,11126481,,2021-10-15,01:08:00
HNNPRC89M12E345Z,3177891,,2020-09-08,06:56:00
DRVGLD59E16M080M,3169263,K.5.0,2020-08-05,03:17:00
GLLCRS56C26F118U,11127880,,2021-04-03,04:08:00
WLLDNN85P42M270E,10627265,,2021-03-29,13:06:00
DLEVSS90R43G939N,10114711,A.8.6,2020-01-16,10:30:00
RMRCLS94A17I888U,3169263,K.5.0,2020-11-09,15:07:00
SMTCFF74P30D966B,3183224,D.3.3,2020-05-31,09:28:00
BNTRTH94A61C024H,6538502,,2021-09-25,16:50:00
HRDNRW81S11L641R,7303538,,2020-07-19,03:22:00
BRGWYN97T19D817N,6542295,,2020-10-09,20:16:00
BNFQTN81E30I707O,8967778,E.7.6,2021-09-30,23:24:00
PRRMTH85H05A304B,3165736,,2021-10-17,15:32:00
CRNDRD69C26B637I,10626188,,2020-07-28,04:54:00
RSSTDD98R21F608P,3178423,,2021-03-21,09:13:00
FRNJTN87H66G746K,3175603,T.9.8,2021-09-20,07:56:00
FVLCMN53E67L176W,9612605,Z.9.4,2021-04-19,17:00:00
VDNDVD71B19G031V,3170817,,2020-05-28,06:14:00
PRZTFN79A41H875J,9613262,J.8.7,2020-09-22,01:27:00
WCKSRL55L04C204G,9412867,F.7.1,2020-11-12,03:22:00
CHMGGG03H11L959H,3177891,,2021-11-10,12:51:00
MRRPLA57B24M211H,11128077,,2020-10-31,01:16:00
GRNDVD56B23D195R,3217778,Z.9.5,2021-06-22,23:27:00
WLLDLA65A20C269Y,2525364,,2021-10-25,12:19:00
MNDLRA99C67I711L,8504596,,2021-08-22,22:32:00
BCKBBR50B55B890F,3165736,,2020-11-27,11:06:00
KRBMKN99C13D410Z,8967778,E.7.6,2021-02-04,07:40:00
JYNVEA67P52M415J,6541078,,2021-03-28,09:54:00
FRNVYN87T43E963P,6299593,,2021-08-17,11:36:00
KDNMHL83H06L722Y,6933445,,2020-02-09,18:09:00
RRLLLI66E68E497Q,2525364,,2021-04-16,03:14:00
LGHMHL68A25D624F,6540854,,2020-05-14,01:36:00
GNOCST72B65C114S,3207311,,2021-05-03,16:41:00
FVLCMN53E67L176W,9613262,J.8.7,2021-07-20,18:55:00
FRSGGR96D58E834R,3177891,,2020-08-30,18:14:00
MRSJNY89A57I861C,10292350,Q.6.2,2020-05-21,02:34:00
CMPNLN65T64A301C,3183224,D.3.3,2021-07-04,08:51:00
HYSTCY79H59M102F,10626188,,2021-08-25,05:48:00
BLNSDR58P68E437Z,8984890,,2021-03-24,19:09:00
THMFLC89L54H601O,8961730,H.4.6,2021-05-23,19:39:00
BMNTSH00S53D345S,10234509,U.8.3,2020-08-13,21:02:00
NNZJHN99L23H233E,8354453,,2021-10-03,09:35:00
BNGWMX76P01C800J,6541464,,2021-03-31,23:50:00
WHLCHR59M67H801C,8260210,,2021-06-09,20:23:00
MHRKVN01T28I498S,6299593,,2020-12-26,02:22:00
LLNMRA78C64L429N,10292350,Q.6.2,2021-09-07,18:30:00
WCKSRL55L04C204G,6542295,,2020-06-06,20:01:00
MNDLRA99C67I711L,3174706,D.3.1,2021-06-10,07:21:00
DRDCRS75T45H102U,8199505,,2020-11-26,16:22:00
TMBBRL00A66G888R,11153961,U.0.0,2021-08-19,02:28:00
BRMCRL71T24C934E,10292350,Q.6.2,2020-05-26,21:58:00
CLRLSI01A56L455M,11126481,,2021-07-12,21:16:00
SMTJTH64B65E373B,6540854,,2021-04-01,17:52:00
JMRCRS89L02H324B,10114711,D.6.5,2020-11-02,01:24:00
RDRDBR57M47H486H,11153961,U.0.0,2020-01-25,09:06:00
MREGTR71C62H258V,10626188,,2020-08-02,06:45:00
BDRMRK65H09B362O,3169202,G.2.3,2021-02-05,13:51:00
STFNRW71M15F154A,3175603,N.8.6,2021-03-07,15:04:00
BNKRTH81L43A714L,8956432,I.8.8,2020-06-09,00:55:00
PQTGLR58B51H214E,11127383,,2021-07-17,10:11:00
RCHSRN94L53D750D,11126481,,2021-07-18,00:43:00
CHPJSO83C09I781B,3169263,K.5.0,2020-04-16,22:56:00
KNEJSH51R25E569D,8354453,,2021-06-29,03:53:00
GRZRNA70H57F526B,11153961,U.0.0,2020-05-28,02:36:00
SVYBTY55C46G598D,7289460,,2021-09-01,22:53:00
GRNBNN80P64H330L,6697736,,2020-01-11,05:00:00
HYSWLL77C08C105X,10376048,,2020-09-07,22:16:00
SPRPLP96P05G044C,3164450,,2020-10-05,20:19:00
CTHFRD73R17H635L,6542214,,2021-07-02,15:23:00
QNNBTY51L42D218D,10114711,D.8.4,2020-03-10,04:00:00
DBLCRY01P68E780C,7303538,,2021-01-07,21:50:00
GDLMTH92T42I191O,6697736,,2021-07-23,12:42:00
VDNDVD71B19G031V,9612605,Z.9.4,2020-02-08,06:20:00
WNGDNL75H13L357P,6537720,,2020-04-24,04:12:00
VNPFFE65A60D777Q,2523131,,2021-06-15,15:28:00
FLYDRD03E16L022G,3170817,,2021-08-13,01:46:00
YRSKST71R43L730H,10114711,A.8.6,2021-03-30,12:07:00
KNDRRT58E22B735H,8967523,J.2.5,2020-12-02,13:46:00
NYBHLR02H69C659G,6541078,,2020-12-21,06:09:00
BDNDTN82S09I734O,8504596,,2020-02-17,14:41:00
WHLCHR59M67H801C,8953415,V.5.8,2021-10-10,20:47:00
BRRJNC89R69C769J,11126481,,2021-01-25,00:31:00
BNKSNO82L68C862T,3207311,,2020-09-15,08:57:00
BLLCST84C50D050O,6542079,,2021-05-24,08:47:00
VNCCLE59B49B403Y,3175603,N.8.6,2020-05-22,18:07:00
HDGNCY92P47L623D,9612931,P.4.1,2021-09-30,05:31:00
JHNMND92B49D050L,6542214,,2020-04-15,21:50:00
HYSCRL60A25E492C,6697736,,2020-04-26,23:07:00
BYLBBR63B68G293M,8982241,D.7.4,2020-12-25,07:42:00
RYNLRN91D02H834A,3207311,,2021-07-05,08:27:00
RBNMTN50S06D771F,3168220,D.8.2,2020-02-01,12:35:00
MCNRFL69D21B898G,8030019,,2020-04-20,09:47:00
WHTNNA69C62A268Q,8199505,,2020-02-22,17:06:00
NCHDMN86H16A448H,10376048,,2021-10-31,05:06:00
ZFFSCR81T21A432E,8969613,H.3.9,2021-04-20,13:31:00
LMRRBN81P15A386R,9612931,R.6.8,2020-05-12,00:44:00
RCHHLR95C09C510U,7303538,,2020-08-10,06:43:00
YLRKRN65T60M126O,8953518,K.5.0,2021-04-18,23:02:00
GBRCVN74S28I701Y,8952193,G.6.9,2020-01-31,20:33:00
CHRBBR72A44I561U,9612605,Z.9.4,2020-12-24,01:54:00
MRCRXO72E51A360N,6697736,,2021-05-15,18:27:00
MLFKNT56T13E465I,3165293,,2021-02-07,11:58:00
HRRLTT60P66G190L,6542295,,2021-06-11,10:56:00
MGNKBR62D55D407M,3183224,D.3.3,2020-05-25,00:42:00
DNLCLY61L61G443C,2522948,,2020-12-04,12:58:00
PRKSLL59B63L964H,10114711,D.8.4,2020-11-20,19:29:00
FRNJNF74C46H962M,8199505,,2020-02-29,21:36:00
FRDSWN55D12A741M,6542079,,2020-02-10,04:14:00
FRNJNF74C46H962M,10401364,,2021-07-06,02:17:00
PTKJSC57T62G372N,3168220,D.8.2,2020-08-20,17:18:00
GPPJLU53C47M358V,8952193,H.8.2,2021-06-05,15:11:00
MRCRSO60A56D911O,11127880,,2021-10-05,21:45:00
HRPPLA83P05B890U,2522948,,2021-03-28,15:30:00
HRRBTH54B53M098E,10627265,,2021-02-12,07:08:00
GRNJSN55S07I615O,8967778,E.7.6,2021-11-06,00:28:00
CHPJPH80R20M090J,8969613,H.3.9,2020-09-10,19:37:00
PNDFDD96P30B593Y,3217778,Q.3.6,2021-06-12,13:59:00
DLEMGR75C68D982E,3177891,,2020-02-16,15:55:00
DRVGLD59E16M080M,6299593,,2020-12-29,12:24:00
KTABBR73C54E780F,11127880,,2020-02-10,04:44:00
CLLPLA94D63A256F,6299593,,2020-11-29,23:00:00
CNLLLO77E71F935D,8956432,I.8.8,2021-09-12,08:51:00
SWYJMS86E19F376L,10627265,,2020-06-05,01:46:00
GRNDVD56B23D195R,8963948,J.9.2,2021-11-13,14:11:00
RDRSPH92R26E933A,8030019,,2021-06-23,07:51:00
HWRNKL66D53B809Y,3207311,,2021-09-21,06:53:00
CNOJNC03C58E054I,8982241,P.0.5,2020-08-19,07:10:00
MCLGRG93S04H921P,11127880,,2020-12-04,20:09:00
BLLCST65E24G402E,3207311,,2020-06-17,14:48:00
BTWWLM84H09G446S,6540854,,2021-06-12,16:11:00
HLTRGR54L29G579A,8956432,I.8.8,2020-07-19,17:12:00
WLLLSI02S70H346U,3217778,Z.9.5,2021-08-27,07:12:00
HLCPTR66E01G139J,3178947,X.9.0,2021-05-17,11:13:00
RWDBBR85H61C933F,8967523,N.6.7,2020-04-15,16:46:00
RVRMLN68B59D853T,3183224,D.3.3,2021-02-09,09:45:00
HMMJHN96B13E681S,3175603,T.9.8,2020-05-26,15:02:00
PRZHRT62D62M314L,3170817,,2021-11-09,12:24:00
BCKMRY51D43G350V,10627265,,2021-04-13,06:38:00
FRSGGR96D58E834R,8967523,N.6.7,2021-08-05,06:38:00
CHVGLP80E62E471C,3178947,T.9.8,2020-02-04,05:23:00
BLLBTH75P55M169P,3207311,,2021-08-30,22:39:00
JYNMHL87E09F376N,6542079,,2021-06-01,17:18:00
PTRMKI61D10G914K,8982241,P.0.5,2021-09-07,19:10:00
QNNRYN80D07D013S,11127880,,2020-10-27,15:53:00
WLLLRT55T09A979V,3165736,,2021-01-11,05:49:00
BRBCRL92C48D948G,8978564,T.4.9,2021-06-21,04:35:00
BRRLRY73B20I181D,9612285,U.9.9,2020-11-19,04:27:00
JHNMND92B49D050L,3183224,D.3.3,2021-10-28,17:40:00
MSSKVN91P19A176U,6933445,,2020-04-08,07:08:00
FRGWLM84A09D951B,3174706,D.3.1,2021-06-04,11:01:00
MHNMRY52T49I273O,10114711,D.6.5,2020-07-15,15:55:00
KFRDYN52A18B925Y,8967523,N.6.7,2020-02-18,19:30:00
MSSJMA50A14L444C,8952732,O.6.8,2021-07-09,09:55:00
JLLCRL97H18L366F,8956432,I.8.8,2020-11-16,13:20:00
NLLBRN98T02G194Z,11153961,U.0.0,2021-06-30,14:13:00
SMMJSS78C22I443Q,9612931,R.6.8,2021-05-14,18:25:00
WRGMSS60P52B693A,10234509,U.8.3,2020-02-15,09:08:00
FRGWLM84A09D951B,10234509,U.8.3,2021-09-30,19:50:00
BLTSSN52E68B365O,8982241,P.0.5,2020-01-16,01:57:00
SZYDRD92T21B145C,6299593,,2020-03-27,13:05:00
MFFDBB88E47F368E,6542214,,2020-09-27,21:47:00
GSLGLR61S25M127I,11153961,U.0.0,2020-04-20,04:01:00
FRNJNF74C46H962M,8953518,K.5.0,2020-07-01,18:41:00
NGNPRC50T58L423V,10627265,,2020-08-22,09:27:00
RXIBRN64A06D947W,9613262,J.8.7,2020-10-13,23:00:00
KRLDBR73L43C856P,8963948,J.9.2,2020-08-21,18:11:00
WSTTFN95M63I482E,8966253,C.4.7,2020-11-02,20:16:00
SMTCFF74P30D966B,9612931,P.4.1,2021-09-18,17:21:00
CRRRCK60T09D006B,3168220,D.8.2,2020-05-13,22:53:00
DGLMYN72C46H800G,10626188,,2021-04-02,18:48:00
FRGWLM84A09D951B,8199505,,2021-11-11,08:06:00
BRWRHR75C24G743G,3169263,K.5.0,2021-04-09,15:41:00
CRLMHL70L06L601Y,2524528,,2020-06-09,02:18:00
CLRLSI01A56L455M,8952732,O.6.8,2021-01-13,00:20:00
QNNBTY51L42D218D,8982854,,2020-12-01,03:57:00
SVLSLD91R18E957D,10234509,O.3.8,2020-04-06,06:50:00
HNDJSO58R19A816C,6299593,,2021-01-20,22:50:00
RVRMLN68B59D853T,8199505,,2020-09-25,14:30:00
SHSJMS97E21G517W,3165736,,2021-10-30,08:23:00
MCCMSS50R43F852D,3178423,,2020-03-15,15:32:00
GZMDLS69R13B630N,10234509,O.3.8,2021-05-12,01:35:00
WRNGNE81T16B835T,3170817,,2020-08-22,15:53:00
GRNPRC84S61B677C,11128077,,2021-09-02,01:43:00
STTLRY94D10F323N,3170817,,2020-10-18,08:19:00
MRKLRA68M65A489Y,6541078,,2021-06-15,18:02:00
BRSWRN54H04B415J,3175603,T.9.8,2021-07-01,22:02:00
GRCHRD95P10I817B,8984890,,2021-05-29,16:42:00
VNSCST66P26M357U,6697736,,2020-04-27,23:19:00
FTZTRS58S42I254N,8967523,N.6.7,2021-08-31,10:30:00
LLNMRA78C64L429N,3174706,D.3.1,2020-11-10,08:34:00
WSTRRT90T06E134I,7289460,,2021-09-03,17:08:00
KSSSSN73T70A764T,7303538,,2021-05-16,07:45:00
GNZMCH66H26A070J,8982854,,2020-03-01,12:30:00
RBNMSS75H43D667G,6540033,,2020-11-26,20:34:00
TRNCLB52S17M203X,3172542,,2020-07-08,09:51:00
NLSTNY02C44B201D,3174706,D.3.1,2020-04-12,02:25:00
RSNDNS54E55B687Q,8952732,O.6.8,2021-09-02,07:36:00
MGNWLM94M31D592C,9412867,F.7.1,2020-10-03,01:34:00
PRKSNY68D03A375S,10627265,,2021-06-17,08:38:00
LPZLNE73S28E700W,8967778,N.7.4,2021-04-03,01:59:00
HWRBBY99L42G442J,8260210,,2020-10-06,22:45:00
FLYJPH84H12E169O,11857076,,2020-07-24,15:41:00
HNTHDR74L47C658G,3172542,,2020-11-01,05:10:00
TYLKLY73E67G340U,8199505,,2020-09-16,01:16:00
PTTSNE72L29D968R,8963948,L.5.4,2020-01-08,17:51:00
RGNMHL64D07E800L,6697736,,2021-08-27,13:31:00
LBRRBN52C15G437I,8952732,O.6.8,2021-03-17,21:50:00
RVRRYC70L29B661Q,11127880,,2020-10-16,23:53:00
VLKTRE69H41A517A,3175603,N.8.6,2021-09-22,19:40:00
ZYSCRA72H55C038S,6933445,,2021-10-06,09:08:00
FGRMHL81D22I765P,11128077,,2020-10-21,08:12:00
LTLCRY55L55B192M,10376048,,2020-04-09,05:54:00
RNGFDR90P26B841A,10234509,O.3.8,2020-10-18,15:58:00
JHNFDR60M23F052F,8953518,K.5.0,2020-12-05,18:54:00
SVLSLD91R18E957D,6299593,,2021-06-21,22:25:00
PRHJMS61M30B301Y,11127383,,2020-02-13,12:14:00
KMPLLN57T47I876T,8978564,T.4.9,2020-11-28,08:28:00
PRRMTH85H05A304B,8982241,P.0.5,2021-07-11,21:23:00
BLYNNA59M49B933J,3172542,,2020-08-25,11:44:00
DKESTV96B16G520O,11857076,,2021-08-17,23:35:00
BRGJDN95A25B906K,9412867,F.7.1,2021-03-11,23:23:00
MRNCRS59R46G650D,3217778,Q.3.6,2020-10-13,10:39:00
MRSLBT02T60C093Q,8952732,O.6.8,2021-09-15,06:58:00
SLFLRY61P05E941K,3178423,,2021-10-20,13:13:00
MLTRMN51L20L064J,9613262,J.8.7,2020-04-26,00:33:00
CTHFRD73R17H635L,11127880,,2021-06-23,06:27:00
RYELNN63P68C280R,8952193,H.8.2,2020-08-13,06:34:00
LVSKVN90D28I105K,3169202,G.2.3,2021-09-27,05:36:00
KRLDBR73L43C856P,8967523,N.6.7,2020-05-17,10:19:00
GRNDVD56B23D195R,10114711,I.8.7,2021-08-30,19:00:00
LNAJPH61C13A809C,10234509,O.3.8,2020-05-21,06:40:00
VLLJPH60S03I611Y,3217778,Z.9.5,2021-05-25,13:16:00
KLLJFR98D09H212B,3175603,N.8.6,2020-10-05,08:38:00
RDWPGY65E43I494G,3178947,T.9.8,2020-08-17,13:59:00
GRHRRT72E19H335R,9612931,R.6.8,2020-02-21,21:44:00
SYMLND01A64C457J,6540033,,2020-11-04,13:24:00
WRLJNN60A67F316W,10114711,I.8.7,2020-03-13,20:05:00
CHSCRL74T24C390G,8969613,A.6.0,2021-02-23,04:20:00
LWYMHL92M08D472S,9034008,L.8.7,2020-01-25,23:06:00
RCHSNU73S61I863H,8953415,V.5.8,2020-03-11,12:13:00
HLEMMA50S69L018V,3177891,,2020-04-16,21:42:00
FRNJTN87H66G746K,3178947,T.9.8,2020-05-19,12:02:00
VVRSTV60D27D793N,3165736,,2020-06-04,12:46:00
TRDVCK71S46E336W,11153961,U.0.0,2020-12-23,23:26:00
FWLPRL68L54C882S,9034008,L.8.7,2020-11-07,19:34:00
MRRPRC80L51E326U,2523131,,2021-01-25,17:03:00
MGRMRA89S61H364X,11153961,U.0.0,2021-06-07,17:27:00
LLTMVN72D24E731V,6541078,,2020-10-03,22:18:00
SPGCST92D14C418Q,7303538,,2021-04-08,02:08:00
KLLTLM78P45I605D,8961730,H.4.6,2021-06-03,12:38:00
HNNRSL00P42F216Z,9032354,M.2.3,2021-05-14,01:50:00
KRZCRS50A29E743J,8354453,,2020-11-25,21:19:00
DNNDVD92E28B085C,6540033,,2020-11-17,07:11:00
GLDDYN58A25A844M,10114711,D.6.5,2021-07-11,17:37:00
CKOMGN74H63H570P,6537720,,2021-08-11,06:04:00
BLNSDR58P68E437Z,3164450,,2020-11-09,08:09:00
BNNBTY72M52G307T,6541078,,2020-06-08,21:31:00
VRSBSY86L52E719C,8969613,A.6.0,2020-05-26,01:43:00
JHNDLN78S61B667U,9612931,R.6.8,2021-09-23,01:56:00
HYPJNY70A45E999F,8982241,D.7.4,2021-01-01,17:17:00
MREGTR71C62H258V,8963948,L.5.4,2021-04-06,19:59:00
SWNTDR78S07L174W,3165293,,2021-03-03,03:16:00
HLLPML69L46A874C,8967778,E.7.6,2021-04-21,23:43:00
KRZCMR97C71D821N,3177891,,2020-12-17,02:13:00
TRRLNO87T70M371C,8967523,N.6.7,2020-04-07,03:29:00
YNGBRC75P69I330E,3170817,,2020-05-22,14:00:00
WYLMRN60D64A843U,8967778,E.7.6,2020-01-07,02:18:00
PRRWLM78A11D970V,8953518,K.5.0,2021-01-11,08:00:00
JHNFDR60M23F052F,7289460,,2020-03-14,01:46:00
TSLJRD73H16A484F,6542079,,2021-09-03,09:26:00
MZELRO58A64I885O,11127622,,2020-03-22,12:34:00
MNZGGR91C30A246R,10627265,,2020-02-15,16:34:00
QNCDLL88E60G371B,2524528,,2021-04-03,20:32:00
SHFNGL59R64I569I,6697736,,2020-11-30,02:55:00
WLLTRC01A53E209H,3169263,K.5.0,2020-01-04,18:26:00
QNNBTY51L42D218D,10234509,U.8.3,2021-01-01,17:01:00
CRTRCE93B24C006L,3174706,D.3.1,2020-11-29,11:15:00
JCBLTT54R60L158E,6540854,,2020-10-11,06:26:00
LNSGNI93M63D845B,8966253,C.4.7,2020-10-19,00:34:00
YRSRCE89P24F773B,10114711,A.8.6,2021-07-22,14:22:00
SVYBTY55C46G598D,8982241,D.7.4,2020-08-18,06:03:00
WTTCDY85P69L353Q,10114711,I.8.7,2020-11-06,22:03:00
MCGHLD79D28G482B,3165293,,2021-04-10,15:28:00
HOXRMN79B20C495K,8984890,,2021-07-22,09:19:00
LWRWLM81B45L020U,11126481,,2021-10-28,17:33:00
BRWRXE81R18E428L,6540033,,2020-10-16,01:29:00
LPZLNE73S28E700W,8967523,J.2.5,2020-08-12,14:26:00
RSEDAA74H41L326M,8959183,W.7.7,2020-07-03,20:18:00
BRGJPH86L19A188Z,3175603,N.8.6,2020-09-27,21:03:00
WLLDNN85P42M270E,11857076,,2020-06-12,17:58:00
NBLLND91M65B498A,3165293,,2021-02-10,00:53:00
RWDBBR85H61C933F,8982241,D.7.4,2021-09-05,05:05:00
WLCDRK03D24F293D,9032354,M.2.3,2020-12-29,15:43:00
PRZHRT62D62M314L,10114711,D.6.5,2021-10-23,02:09:00
MHRKVN01T28I498S,8953518,K.5.0,2020-06-08,09:48:00
DNLCLY61L61G443C,2525364,,2021-01-04,21:52:00
RTCLSO02S59A589W,8967523,N.6.7,2020-09-30,05:29:00
SMTJSC94E71H244X,10376048,,2021-04-19,03:21:00
PRZSCR73E04F951W,6537720,,2020-08-06,01:36:00
BRDJCK75A23L516Q,8952193,H.8.2,2020-02-15,20:59:00
TNSCRN78E28A484N,7303538,,2021-07-20,14:53:00
SVYBTY55C46G598D,8953518,K.5.0,2021-01-06,06:04:00
MFFDBB88E47F368E,6697736,,2020-06-26,18:33:00
MRNJQN90C29H712G,8354453,,2021-10-24,14:22:00
